No,Nama Tempat,Kategori,Koordinat,Latitude,Longitude,Alamat,Deskripsi
543,Green Orry Inn,Hotel,S8 33 41.5 E116 25 14.4,-8.538472,116.420667,Terletak di dataran tinggi pulau Lombok,"Tempat ini benar-benar adalah sebuah permata tersembunyi. Terletak di dataran tinggi pulau Lombok, Karena dengan ketinggian 600 m iklim lebih beriklim sedang daripada di pantai beruap. Oleh karena itu kamar yang tidak airconditioned Kamar kecil dan sanga"
544,Wisma Soejono,Hotel,S8 33 04.4 E116 25 12.6,-8.548778,116.420167,Kawasan Tete Batu Lombok Timur,"Hotel Soejono adalah merupakan akomodasi alternative di kawasan Tetebatu Lombok Timur bagian utara, hotel ini menawarkan keindahan alam pegunungan, persawahan serta penduduk lokal yang masih berpegang teguh terhadap budaya dan adat istiadatnya"
545,Dirgahayu Restoran,Rumah Makan,S8 37 21.4 E116 27 58.7,-8.610722,116.466306,Pelataran Parkir Barat Mataram Mall,Informasi tidak ada
546,Pelabuhan Khayangan,Pelabuhan,S8 29 07.7 E116 40 29.7,-8.481194,116.674917,Terletak sekitar 70 km dari kota Mataram,"Pelabuhan Kayangan sebenarnya hanyalah pelabuhan penyeberangan kecil di ujung timur Pulau Lombok, sebagai titik awal penyeberangan ke Pulau Sumbawa. Jaraknya sekitar 70 km dari Kota Mataram, atau sekitar dua jam perjalanan dengan mobil. Letak pelabuhan iPelabuhan"
547,Dinas Kebudayaan dan Pariwisata Prop. NTB,Kantor Pemerintaan,S8 34 35.8 E116 04 59.0,-8.000000,116.000000,"Jalan Lengko 70, Mataram, Lombok, NTB",Informasi tidak ada
548,Kantor Gubernur NTB (titik nol NTB),Kantor Pemerintaan,S8 34 58.6 E116 06 33.4,-8.000000,116.000000,"Jalan Pejanggik No. 27 Mataram, Lombok, NTB",merupakan titik nol propinsi NTB
549,Bandara Internasional Lombok,Bandara,S8 45 44.6 E116 16 23.3,-8.000000,116.000000,"Praya, Lombok Tengah, Lombok, NTB",Bandara Internasional di lombok tengah yang diresmikan 1 Oktober 2011
550,Pintu Loket Bandara,Bandara,S8 46 03.5 E116 16 08.5,-8.000000,116.000000,"Praya, Lombok Tengah, Lombok, NTB",Informasi tidak ada
551,Garuda Indonesia,Maskapai Penerbangan,S8 34 38.1 E116 04 50.7,-8.000000,116.000000,"Jl. Pejanggik No. 42-44, Ampenan, Mataram, Lombok, NTB",Informasi tidak ada
552,Banyumulek,Pusat Kerajinan Gerabah,S8 38 54.1 E116 07 23.9,-8.000000,116.000000,"Desa Banyumulek, Kec. Kediri, Lombok Barat, Lombok, NTB",desa yang menjadi sentra kerajinan Gerabah. Jarak Banyumulek dari mataram sekitar 15 Km
553,Gili Air,Kawasan Wisata (Pulau),S8 21 52.3 E116 05 11.3,-8.000000,116.000000,"Desa Gili Indah, Kec. Pemenang, Lombok Utara, Lombok, NTB","Ditempuh Kurang lebih 15 menit dari Pelabuhan Bangsal. Di pantai Gili Air kita dapat menyelam menikmati taman laut yang sangat indah, berjemur. Taman laut yang sangat indah dengan berbagai jenis ikan hias dan taman laut karang biru"
554,Gili Meno,Kawasan Wisata (Pulau),S8 21 10.4 E116 03 42.0,-8.000000,116.000000,"Desa Gili Indah, Kec. Pemenang, Lombok Utara, Lombok, NTB","Ditempuh Kurang lebih 20 menit dari Pelabuhan Bangsal, di pantai Gili Meno juga kita dapat menikmati Taman burung. Terdapat juga danau air asin. Taman laut yang sangat indah dengan berbagai jenis ikan hias dan taman laut karang biru"
555,Gili  Trawangan,Kawasan Wisata (Pulau),S8 21 10.5 E116 02 38.3,-8.000000,116.000000,"Desa Gili Indah, Kec. Pemenang, Lombok Utara, Lombok, NTB",Ditempuh urang lebih 25 menit dari Pelabuhan Bangsal. Merupakan Taman laut yang sangat indah dengan berbagai jenis ikan hias dan taman laut karang biru.  Alat trasportasi menggunakan alat tranportasi sederhana dan tradisional berupa sepeda dayung dan cid
556,Konservasi Penyu di Gili Trawangan,Kawasan Wisata,S8 20 56.6 E116 02 35.9,-8.000000,116.000000,"Gili Trawangan, Desa Gili Indah, Kec. Pemenang, Lombok Utara, Lombok, NTB","Taman penangkaran kura–kura atau penyu, yang dibangun atas sumbangan PT. Garuda indonesia, tahun 2008 di gili trawangan, kabupaten lombok utara cukup menambah daya tarik bagi para wisatawan yang berkunjung dikawasan wisata bahari itu. Dilokasi penangka"
557,Kawasan Pendakian Rinjani Pintu Senaru,Taman Nasional,S8 17 05.3 E116 24 52.5,-8.000000,116.000000,"Desa Senaru, Kec. Bayan, Lombok Utara, Lombok, NTB","Taman Nasional Gunung Rinjani (TNGR) mempunyai 4 pintu jalur pendakian yaitu jalur Senaru, Torean, Sembalun, dan Timbanuh. Jalur Senaru dan Sembalun merupakan jalur yang paling populer. Merupakan jalur pendakian yang paling ramai dilalui terutama oleh pe"
558,Hutan Wisata Pusuk,Hutan Wisata,S8 27 54.8 E116 04 59.3,-8.000000,116.000000,"kawasan Hutan Rinjani, Kec. Pemenang, Lombok Utara, Lombok, NTB",Kawasan ini merupakan salah satu tempat persinggahan para turis asing maupun domestik yang hendak menuju Air Terjun Sendang Gile dan Air Terjun Tiu Kelep. Tedapat atraksi monyet dan memberi makan monyet.
559,Air Terjun Sindeng Gile,Kawasan Wisata (Air Terjun),S8 18 23.1 E116 24 27.8,-8.000000,116.000000,"Desa Senaru, Kec. Bayan, Desa Senaru, Kec. Bayan, Lombok Utara, Lombok, NTB","Air Terjun Sendang Gile memiliki ketinggian 70 meter. Tempat lainnya yang menarik seperti rumah adat Senaru, menikmati pemandangan persawahan (Bangket Samar), Masjid Kuno Bayan, dan rumah adat tradisional Desa Karang Bajo"
560,Pintu Masuk Air Terjun Sindeng Gile,Kawasan Wisata (Air Terjun),S8 18 05.0 E116 24 28.4,-8.000000,116.000000,"Desa Senaru, Kec. Bayan, Desa Senaru, Kec. Bayan, , Lombok Utara, Lombok, NTB",Informasi tidak ada
561,Tiu Kertagangga,Kawasan Wisata (Air Terjun),S8 20 08.9 E116 13 52.1,-8.000000,116.000000,"Dusun Kertaraharja, Desa Genggelang, Kec. Gangga,Lombok Utara, Lombok, NTB",Dari Bangsal Kecamatan Pemenang menuju ke lokasi Air Terjun Kerta Gangga menempuh jarak sekitar 20 Km. Di areal air terjun kita bisa menikmati hijaunya panorama alam pegunungan dan perbukitan yang indah serta masih sangat alami.
562,Tiu Pupus,Kawasan Wisata (Air Terjun),S8 24 14.7 E116 06 11.6,-8.000000,116.000000,"Dusun Kerurak, Desa Genggelang, Kec. Gangga, Lombok Utara, Lombok, NTB",Tempat wisata air terjun setinggi 50 m dengan genangan air sedalam 20 m. Berjarak 3 km dari air terjun ada Gunung Bunmas dengan upacara pujawali oleh masyarakatnya di bulan juni – juli setiap tahunnya
563,Pintu Masuk Tiu Pupus,Kawasan Wisata (Air Terjun),S8 20 08.5 E116 11 34.7,-8.000000,116.000000,"Dusun Kerurak, Desa Genggelang, Kec. Gangga, Lombok Utara, Lombok, NTB",Informasi tidak ada
564,Tiu Kelep,Kawasan Wisata (Air Terjun),S8 18 18.3 E116 24 21.7,-8.000000,116.000000,"Desa Senaru, Kec.Bayan, Lombok Utara, Lombok, NTB","Air Terjun Tiu Kelep yang memiliki ketinggian 30 meter ini merupakan salah satu dari beberapa air terjun yang berada di kaki gunung Rinjani. nama Tiu Kelep diambil dari bahasa suku Sasak, “tiu” berarti kolam, sedangkan “kelep” berarti terbang."
565,Pantai Krandangan,Pantai,S8 29 09.8 E116 02 18.7,-8.000000,116.000000,"Desa Senggigi, Lombok Barat, Lombok, NTB","pantai yang letaknya di utara Pantai Senggigi. Debur ombak bak putihnya kapas yang menggulung setinggi 3,5 meter, bukanlah sesuatu yang menyeramkan. Justru gulungan ombak seperti itulah yang menjadi ciri khas pantai ini."
566,Pantai Batu Bolong,Pantai,S8 30 31.9 E116 03 25.6,-8.000000,116.000000,"Desa Batu Layar, Kec. Batu layar, Lombok Barat, Lombok, NTB",Terdapat sebuah pura yang dibangundi atas karang yang dibangun pada abad ke 17 dan terletak di tepi pantai.
567,Pantai Batu Layar,Pantai,S8 30 59.4 E116 03 36.9,-8.000000,116.000000,"Desa Batu Layar, Kec. Batu layar, Lombok Barat, Lombok, NTB",Terdapat makam Batu Layar yang setiap tahun menjadi tempat lebaran Topat yang dilaksanakan seminggu setelah hari raya idul fitri.
568,Pantai Medana,Pantai,S8 21 52.4 E116 07 28.3,-8.000000,116.000000,"Desa Medana, Kec. Tanjung, Lombok Utara, Lombok., NTB","Berjarak 3 Km dari Bangsal. Terdapat fasilitas akomodasi seperti hotel berbintang dan non bintang, marina bay, serta lapangan golf. Posisi pantai berdekatan dengan obyek wisata tiga gili (Trawangan, Meno, dan Air)."
569,Medana Resort,Hotel/Resort,S8 22 32.3 E116 07 41.0,-8.000000,116.000000,"Desa Senggigi, Kec. Batu layar, Lombok Barat, Lombok, NTB","Medana Beach Resort Hotel terletak di Teluk Medana, di pantai barat dengan akses yang mudah ke kepulauan Gili."
570,Hotel Oberoi,Hotel,S8 21 44.5 E116 07 26.4,-8.000000,116.000000,"Desa Medana, Kec. Tanjung, Lombok Utara, Lombok., NTB","Berlokasi di pantai Medana, The Oberoi Lombok indah bagaikan dalam lukisan. Beratapkan jerami dengan dinding tembok batu yang mengekspresikan ketenangan sebuah kampung tradisional."
571,Cafe Anna,Rumah Makan,S8 21 41.1 E116 08 33.3,-8.000000,116.000000,"Kec. Pemenang, Lombok Utara, Lombok, NTB",Informasi tidak ada
572,Tosoto Kuliner,Rumah Makan,S8 35 20.8 E116 07 10.4,-8.000000,116.000000,"Jl. Panca Usaha, Mataram, Lombok Utara, NTB",Restoran yang menyediakan menu soto madura dan lamongan.
573,Pelabuhan Bangsal,Pelabuhan,S8 23 38.8 E116 05 57.7,-8.000000,116.000000,"Desa Gili Indah, Kec. Pemenang, Lombok Utara, Lombok, NTB","pintu gerbang bagi pengunjung dari Lombok yang akan menuju tiga gili, yaitu Gili Air, Gili Meno, dan Gili Trawangan."
574,Area Parkir Mobil Pelabuhan Bangsal,Informasi tidak ada,S8 23 53.8 E116 06 05.6,-8.000000,116.000000,"Desa Gili Indah, Kec. Pemenang, Lombok Utara, Lombok, NTB",Informasi tidak ada
575,"Pelabuhan Tawun, Sekotong",Pelabuhan,S8 45 06.1 E116 00 32.7,-8.000000,116.000000,"Dusun Tawun, Desa Sekotong Barat, Kec. Sekotong, Lombok Barat, Lombok, NTB","Tempat penyeberangan ke Gili Nanggu, Tangkong dan Gili Sudat"
576,Dermaga Pelabuhan Lembar,Pelabuhan,S8 43 44.8 E116 04 37.7,-8.000000,116.000000,"Desa Jembatan Kembar, Kec. Lembar, Lombok Barat, Lombok, NTB","pelabuhan penyeberangan antara pulau Bali dan Pulau Lombok, yang merupakan salah satu pintu masuk ke pulau Lombok. Jaraknya 27 Km dari Mataram"
577,Area Parkir Pelabuhan Lembar,Transportasi,S8 43 44.4 E116 04 37.9,-8.000000,116.000000,"Desa Jembatan Kembar, Kec. Lembar, Lombok Barat, Lombok, NTB",Informasi tidak ada
578,Pangkalan Cidomo Pelabuhan Bangsal,Transportasi,S8 23 53.8 E116 06 05.6,-8.000000,116.000000,"Desa Gili Indah, Kec. Pemenang, Lombok Utara, Lombok, NTB",tempat pemberhentian terakhir bagi pengunjung yang menggunakan kendaraan bermotor. Untuk dapat memasuki Pelabuhan Bangsal kita harus melanjutkan dengan trasnportasi Cidomo
579,Danau Batu,Kawasan Wisata Alam,S2 01 24.2 E113 56 40.3,-2.023389,113.944528,"Sigi, Kahayan Tengah, Pulang Pisau",Tanah berluas 10 HA. Merupakan lokasi pembuatan tanaman areal model budidaya rotan.
580,Danau Sabuah,Kawasan Wisata Alam,S2 03 17.2 E113 56 36.0,-2.054778,113.943333,"Jalan Trans Kalimantan,",Saat ini tempat wisata ini sudah tidak terawat dan sepi pengunjung
581,Danau Tahai,Kawasan Wisata Alam,S2 01 42.1 E113 46 42.4,-2.028361,113.778444,"Tahai, Tumbang Tahai, Bukit Batu. berjarak sekitar 29 Km dari Pusat Kota Palangka Raya","Danau Tahai adalah sebuah danau kecil yang terdapat di Kota Palangkaraya. Keistimewaan kawasan wisata ini disediakannya jembatan yang menghubungkan jalan ke arah hutan, dilengkapi dengan rumah-rumah terapung penduduk setempat."
582,Danau Wisata Fantacy Beach,Kawasan Wisata Alam,S2 05 38.1 E113 46 33.3,-2.093917,113.775917,Jl. Tjilik Riwud Pal.21,"Terdapat Rumah Makan Selera Nusantara serba 6000. Terdapat wahana perahu dayung, kolam pancing, outbound untuk dewasa dan anak-anak, flying fox. Karcis masuk Rp.3000"
583,Taman Kota Kuala Kapuas,Kawasan Wisata Alam,S2 58 44.3 E114 24 14.2,-2.978972,114.403944,"Jl. Pemuda, Kuala Kapuas. Kab. Kapuas",Taman ini berada tepat di depan Rumah Sakit Umum Kuala Kapuas dan Bank Pembangunan Kalteng Cabang Kuala Kapuas. Merupakan LandMark Kota Kuala Kapuas. Dengan kehadiran taman ini maka warga memiliki tempat santai yang cukup representatif
584,Kum Kum,Kawasan Wisata Alam,S2 11 51.1 E113 56 00.1,-2.197528,113.933361,"Kel. Pahandut Seberang, Kec. Pahandut, Palangkaraya. sekitar 5km dari pusat kota, dan tidak begitu jauh dari jembatan Kahayan","Kumkum ini sendiri berada di tepian Kahayan. Tempat wisatanya berupa tempat rindang yang menyediakan gubuk-gubuk dari kayu yang berupa rumah panggung dan dirindangi oleh pohon-pohon karet. Tempat ini juga sebagai kebun binatangnya kota PalangkaRaya, kare"
585,Air Terjun BatuMahasur,Kawasan Wisata Alam,S1 05 23.1 E113 51 17.8,-1.089750,113.854944,"Desa Kuala Kurun, Kec. Kurun, Kab. Gunung Mas.","Merupakan cagar alam yang juga tempat rekreasi masyarakat berupa hutan-hutan alami dengan berbagai jenis tumbuh-tumbuhan / pepohonan alami dan tanaman industri. Terletak di Kuala Kurun dengan ketinggian 25 meter, cocok untuk wisata pemandian dan panjat t"
586,Loket Air Terjun Batu Mahasur,Kawasan Wisata Alam,S1 05 26.1 E113 51 16.9,-1.090583,113.854694,Informasi tidak ada,Informasi tidak ada
587,Desa Pulau Telo,Kawasan Wisata Alam,S2 59 22.2 E114 22 32.4,-2.989500,114.375667,"Kec. Selat, Kab. Kapuas",Merupkan Desa ini dinamakan Pulau Telo karena ada tiga pulau yang terletak di tengah Sungai Kapuas yang ada di depan desa ini
588,Taman Bukit Batu Alam Lestari,Kawasan Wisata Alam,S1 59 20.2 E113 45 16.8,-1.988944,113.754667,"Kec. Bukit Batu, Kota Palangkaraya","Selain menawarkan panorama alam yang indah juga bisa dikategorikan sebagai wisata budaya, karena pada lokasi areal wisata ini terdapat situs Kaharingan, Pura Agung Sali Paseban/Satya Dharma. Legenda mengenai cerita terjadinya Baru Banama itu bisa dilihat"
589,TWA Bukit Tangkiling,Kawasan Wisata Alam,S1 59 57.3 E113 45 16.8,-1.999250,113.754667,"Desa Banturung, Kec. Bukit Batu, Palangkaraya",Daerah dengan panorama alam yang indah sengan satwa-satwa langka yang masih liar. Bukit Tangkiling memiliki luas kurang lebih 533 ha merupakan habitat bagi buaya dan rusa serta burung-burung hutan. Taman ini meliputi bukit-bukit dengan struktur yang lege
590,Foto Landscape Bukit Tangkiling,Kawasan Wisata Alam,S1 59 22.3 E113 45 33.5,-1.989528,113.759306,Informasi tidak ada,Informasi tidak ada
591,Batu Suli,Kawasan Wisata Alam,S0 59 57.7 E113 40 43.7,-0.999361,113.678806,Desa Upun Batu Kec. Tewah.  Gunung Mas,bukit di tepi sungai Kahayan dengan Pemandangan alamnya masih asli dan mempesona.
592,Taman Wisata Bukit Batu,Kawasan Wisata Alam,S1 53 40.3 E113 28 04.8,-1.894528,113.468000,"Desa Kasongan, Kec. Katingan, Kab. Katingan","Tempat ini merupakan pertapaan tjilik riwut. Tjilik Riwut adalah seorang pahlawan nasional dari Kalimantan Tengah. Berlokasi di kecamatan Kasongan, kira-kira 83 Km dari Kota Palangkaraya. Tempat ini trdapat  tumpukan batu raksasa yang terbentuk oleh Alam"
593,Sumur Batu,Objek Khusus,S1 53 40.7 E113 28 03.9,-1.894639,113.467750,Informasi tidak ada,Sumur Tua yang tidak pernah kering
594,Batu Dewa,Objek Khusus,S1 53 37.8 E113 28 03.3,-1.893833,113.467583,Informasi tidak ada,Batu tempat bertapa Tjilik Riwud
595,Batu Tingkes,Objek Khusus,S1 53 35.3 E113 28 02.7,-1.893139,113.467417,Informasi tidak ada,Batu Ujian. Merupakan batu yang paling sulit dilampaui
596,Bumi Perkemahan Nyaru Menteng,Kawasan wisata,S2 01 59.2 E113 46 07.9,-2.033111,113.768861,Jl. Tjilik Riwut Kel. Tumbang Tahay Kec. Bukit Batu,"Selain Merupakan Bumi Perkemahan, di kawasan ini terdapat Arboretum Nyaru Menteng dengan luas 65,2 hektare"
597,Arah Tambang Melahoi,Objek Khusus,S1 05 42.6 E113 38 27.3,-1.095167,113.640917,Kab. Gunung Mas,"Tempat Pertambangan dan penggalian emas, pasir dan batu bara"
598,Desa Batu Api,Desa Wisata,S1 05 41.8 E113 38 27.8,-1.094944,113.641056,"Kec. Tewah, Kab. Gunung Mas","Tempat Pertambangan dan penggalian emas, pasir dan batu bara"
599,Tambang Mas Tradisional,Objek Khusus,S1 04 33.5 E113 42 01.6,-1.075972,113.700444,Desa Batu Api,"Tempat Pertambangan dan penggalian emas, pasir dan batu bara"
600,Eka Tingang Nganderang,kawasan wisata budaya,S2 12 24.5 E113 55 09.7,-2.206806,113.919361,"Jl DI Panjaitan No.3, Palangkaraya","Rumah Adat yang disewakan untuk pertemuan, acara adat, pernikahan dan kegiatan lain"
601,GKE Immanuel,Kawasan wisata budaya,S2 49 19.2 E114 21 17.0,-2.822000,114.354722,"Desa Saka Mangkahai, Kapuas Barat, Kuala Kapuas",Di dalam Gereja ini terdapat Mozaic Licou yaitu lukisan relief di jendela kaca pada sebuah Gereja Mandomai Kec. Kapuas Barat. Lukisan ini dibuat pada abad 18 oleh seorang pelukis bangsa Jerman dan dibawa oleh seorang misionaris pada abad 18. Keistimewaan
602,Museum Balanga,Kawasan wisata budaya,S2 11 44.1 E113 54 06.3,-2.195583,113.901750,"Jl Tjilik Riwud km 2,5","Berisi berbagai benda terkait dengan kebudayaan masyarakat Dayak termasuk upacara adat untuk menyambut kelahiran, perkawinan dan upacara kematian"
603,Rumah Betang  Buntoi,Kawasan wisata budaya,S2 48 35.2 E114 12 06.3,-2.809778,114.201750,"Desa Buntoi, Kec. Kahayan Hilir, Kab. Pulang Pisau","Rumah ini merupakan museum kecil tempat penyimpanan berbagai barang/harta pusaka suku dayak Ngaju. Berlokasi di wilayah bagian hilir Pulang Pisau, Lembah Sungai Kahayan, sekitar 30 km dari kota Kuala Kapuas"
604,Rumah Betang Mandomai,Kawasan wisata budaya,S2 48 41.6 E114 21 43.5,-2.811556,114.362083,"Kec. Kapuas Barat, Kab. Kuala Kapuas","Rekonstruksi rumah ini seperti rumah panggung pada umumnya, mempunyai tiang rumah yang tinggi kira-kira 10 meter dan lebar rumah sekitar 50 meter. Maksud orang Dayak pada zaman dahulu mendirikan rumah tinggi ialah untuk menghindari dari bahaya seperti b"
605,Sandung Ngabe Sukah,Kawasan wisata budaya,S2 12 19.2 E113 56 19.2,-2.205333,113.938667,"Jl. Dr Murjani, Kec. Pahandut, Palangkaraya",Tempat penyimpanan tulang belulang tokoh suku dayak desa Pahandut (Ngabe Sukah) Sandung adaah sebah bangunan kecil yang khusus diperuntukan bagi penyimpanan tulang belulang orang yang telah meninggak setelah melalui upacara Tiwah. Sandung dapat ditemukan
606,Makam Ucun Bin Kaling,Kawasan wisata budaya,S2 40 50.2 E114 16 57.5,-2.680611,114.282639,Pulang Pisau,Informasi tidak ada
607,Borneo Orangutan Survival (BOS) Foundation Nyaru Menteng,Konservasi Orang Utan,S2 02 11.5 E113 46 43.0,-2.036528,113.778611,"sebelah Timur jalan raya Tjilik Riwut Km 28, Kel. Tumbang Tahay Kec. Bukit Batu",Terdapat di areal arboretum. Merupakan klinik reintroduksi orangutan yang di bangun oleh Yayasan BOS Nyaru Menteng
608,Pusat Oleh-Oleh,Kawasan wisata belanja,S2 12 23.3 E113 56 15.1,-2.206472,113.937528,Jalan Batam,"Tempat oleh-oleh berupa makanan ringan khas kalteng dan tersedia juga kerajinan rotan, tenun, nyatu"
609,Palma Mal,Kawasan wisata belanja,S2 12 21.8 E113 54 55.4,-2.206056,113.915389,"Jalan Cilik Riwut Km. 1, Palangka Raya","Terletak di Jantung kota Palangkaraya. Palangkaraya Mall atau Palma adalah sebuah pusat perbelanjaan yang terletak di bundaran besar, Palangka Raya. DI dalamnya terdapat department store, toko buku, pusat permainan, food court dan bioskop."
610,Jawed Rawi,Sentra Kerajinan Rotan,S2 40 54.2 E114 16 57.2,-2.681722,114.282556,"Desa Gohong, Kec. Kahayan Hilir, Kab. Pulang Pisau",Tempat  Kelompok pengrajin Rotan di Desa Gohong
611,Desa Gohong,Sentra Kerajinan Rotan,S2 40 50.3 E114 16 57.4,-2.680639,114.282611,"Desa Gohong, Kec. Kahayan Hilir, Kab. Pulang Pisau",Pusat Kerajinan Rotan
612,Desa Dahirang,Sentra Kerajinan Rotan dan Getah Nyatu,S3 00 34.0 E114 24 23.4,-3.009444,114.356500,"Jl. Raden Muda No.47, Kel. Dahirang, Kec. Kapuas Hilir, Kab. Kuala Kapuas",Desa Dahirang merupakan pusat kerajinan anyaman rotan dan pembuatan perahu dari getah nyatu.
613,Al Madani Hotel dan Resto,Hoteldan Resto,S3 00 10.5 E114 22 31.7,-3.002917,114.375472,"Jl. Patih Rubin no. 14, Kuala Kapuas",Dikelola oelh Bapak Ahmad Effendi. Hotel ini baru direnovasi tahun 2012 dengan menambah daya listrik dan penampung air
614,Hotel Lampang,Hotel,S2 12 32.9 E113 56 00.9,-2.209139,113.933583,"Jl. Irian No. 2, Palangkaraya","otel ini berada pada lokasi strategis yang terletak di persimpangan jalan Irian dan jalan Ahmad Yani dan dilalui oleh banyak angkutan umum. Kamar di Hotel ini memiliki rate Rp. 260rb, Rp 320rb, dan 390rb"
615,Hotel BatuSuli Internasional,Hotel,S2 13 18.9 E113 55 00.0,-2.221917,113.916667,Jl. Raden Saleh No.4   Palangkaraya,"Hotel yang cukup banyak diminati oleh banyak pengunjung, sayangnya jauh dari keramaian dan lalu lintas angkutan umum"
616,Dandang Tingang,Hotel,S2 12 39.8 E113 54 42.5,-2.211056,113.911806,"Jl. Yos Sudarso no. 13, Palangkaraya",Hotel ini memiliki 21 Kamar VIP dan 33 Kamar standar
617,Cafe tiga,Restoran,S3 01 27.7 E114 23 27.9,-3.024361,114.391083,"Jl. Trans Kalimantan, Kel. Selat Hilir, Kec. Selat, Kab Kuala Kapuas",Cafe ini merupakan Kafe Terapung di tepian sungai Kapuas di Kuala Kapuas
